doi,journal,url,editor,received,accepted,online,final_version,issue,first_decision,second_decision,third_decision,fourth_decision,preprint,issueonline,revised1,revised2,revised3,revised4,error
10.1007/s00442-012-2538-y,Oecologia,http://link.springer.com/10.1007/s00442-012-2538-y,NA,2012-06-15,2012-11-16,2012-12-25,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2537-z,Oecologia,http://link.springer.com/10.1007/s00442-012-2537-z,NA,2012-08-15,2012-11-13,2012-12-20,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2540-4,Oecologia,http://link.springer.com/10.1007/s00442-012-2540-4,NA,2012-03-08,2012-11-19,2012-12-18,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2527-1,Oecologia,http://link.springer.com/10.1007/s00442-012-2527-1,NA,2012-05-26,2012-11-02,2012-12-18,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2543-1,Oecologia,http://link.springer.com/10.1007/s00442-012-2543-1,NA,2011-09-22,2012-11-22,2012-12-16,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2539-x,Oecologia,http://link.springer.com/10.1007/s00442-012-2539-x,NA,2012-06-15,2012-11-14,2012-12-16,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2546-y,Oecologia,http://link.springer.com/10.1007/s00442-012-2546-y,NA,2012-04-26,2012-11-23,2012-12-14,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2542-2,Oecologia,http://link.springer.com/10.1007/s00442-012-2542-2,NA,2012-06-08,2012-11-16,2012-12-11,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2544-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2544-0,NA,2012-01-30,2012-11-23,2012-12-11,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2525-3,Oecologia,http://link.springer.com/10.1007/s00442-012-2525-3,NA,2012-05-03,2012-10-30,2012-12-08,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2545-z,Oecologia,http://link.springer.com/10.1007/s00442-012-2545-z,NA,2010-12-23,2012-11-23,2012-12-08,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2541-3,Oecologia,http://link.springer.com/10.1007/s00442-012-2541-3,NA,2012-07-19,2012-11-19,2012-12-07,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2531-5,Oecologia,http://link.springer.com/10.1007/s00442-012-2531-5,NA,2012-06-01,2012-11-07,2012-12-02,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2532-4,Oecologia,http://link.springer.com/10.1007/s00442-012-2532-4,NA,2011-04-21,2012-11-12,2012-12-01,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2536-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2536-0,NA,2012-05-25,2012-11-13,2012-12-01,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2533-3,Oecologia,http://link.springer.com/10.1007/s00442-012-2533-3,NA,2012-09-10,2012-11-12,2012-11-30,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2523-5,Oecologia,http://link.springer.com/10.1007/s00442-012-2523-5,NA,2011-11-17,2012-10-25,2012-11-28,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2530-6,Oecologia,http://link.springer.com/10.1007/s00442-012-2530-6,NA,2012-02-24,2012-11-06,2012-11-28,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2529-z,Oecologia,http://link.springer.com/10.1007/s00442-012-2529-z,NA,2011-08-12,2012-11-05,2012-11-25,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2522-6,Oecologia,http://link.springer.com/10.1007/s00442-012-2522-6,NA,2011-03-28,2012-10-25,2012-11-24,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2526-2,Oecologia,http://link.springer.com/10.1007/s00442-012-2526-2,NA,2012-03-02,2012-11-01,2012-11-21,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2524-4,Oecologia,http://link.springer.com/10.1007/s00442-012-2524-4,NA,2012-04-27,2012-10-25,2012-11-15,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2610-2,Oecologia,http://link.springer.com/10.1007/s00442-013-2610-2,NA,2012-09-18,2013-01-30,2013-04-11,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2528-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2528-0,NA,2012-04-24,2012-11-02,2013-03-21,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2534-2,Oecologia,http://link.springer.com/10.1007/s00442-012-2534-2,NA,2011-09-04,2012-11-12,2013-02-06,NA,2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2560-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2560-0,NA,2012-06-27,2012-11-29,2013-03-19,NA,2013-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2564-9,Oecologia,http://link.springer.com/10.1007/s00442-012-2564-9,NA,2012-04-18,2012-12-11,2013-02-20,NA,2013-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2721-9,Oecologia,http://link.springer.com/10.1007/s00442-013-2721-9,NA,2013-05-12,2013-06-21,2013-07-10,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2615-x,Oecologia,http://link.springer.com/10.1007/s00442-013-2615-x,NA,2012-07-11,2013-02-05,2013-02-23,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2591-1,Oecologia,http://link.springer.com/10.1007/s00442-013-2591-1,NA,2012-06-14,2013-01-04,2013-02-16,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2601-3,Oecologia,http://link.springer.com/10.1007/s00442-013-2601-3,NA,NA,NA,2013-02-14,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2609-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2609-8,NA,2012-05-15,2013-01-29,2013-02-13,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2606-y,Oecologia,http://link.springer.com/10.1007/s00442-013-2606-y,NA,2012-05-18,2013-01-23,2013-02-13,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2603-1,Oecologia,http://link.springer.com/10.1007/s00442-013-2603-1,NA,2012-06-12,2013-01-21,2013-02-13,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2600-4,Oecologia,http://link.springer.com/10.1007/s00442-013-2600-4,NA,2012-09-03,2013-01-18,2013-02-13,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2589-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2589-0,NA,2012-07-04,2012-12-22,2013-02-06,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2598-7,Oecologia,http://link.springer.com/10.1007/s00442-013-2598-7,NA,2012-03-30,2013-01-14,2013-02-06,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2597-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2597-8,NA,2011-12-06,2013-01-14,2013-02-06,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2599-6,Oecologia,http://link.springer.com/10.1007/s00442-013-2599-6,NA,2012-01-18,2013-01-18,2013-02-06,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2595-x,Oecologia,http://link.springer.com/10.1007/s00442-013-2595-x,NA,2012-06-14,2013-01-11,2013-02-06,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2594-y,Oecologia,http://link.springer.com/10.1007/s00442-013-2594-y,NA,2012-05-13,2013-01-10,2013-01-30,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2593-z,Oecologia,http://link.springer.com/10.1007/s00442-013-2593-z,NA,2011-07-19,2013-01-08,2013-01-30,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2592-0,Oecologia,http://link.springer.com/10.1007/s00442-013-2592-0,NA,2012-03-10,2013-01-07,2013-01-30,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2596-9,Oecologia,http://link.springer.com/10.1007/s00442-013-2596-9,NA,2011-12-15,2013-01-11,2013-01-24,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2590-2,Oecologia,http://link.springer.com/10.1007/s00442-013-2590-2,NA,2012-07-31,2013-01-03,2013-01-19,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2605-z,Oecologia,http://link.springer.com/10.1007/s00442-013-2605-z,NA,2012-04-08,2013-01-22,2013-03-07,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2612-0,Oecologia,http://link.springer.com/10.1007/s00442-013-2612-0,NA,2010-03-04,2013-02-05,2013-03-03,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2602-2,Oecologia,http://link.springer.com/10.1007/s00442-013-2602-2,NA,2011-08-05,2013-01-21,2013-03-02,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2613-z,Oecologia,http://link.springer.com/10.1007/s00442-013-2613-z,NA,2012-04-12,2013-02-05,2013-03-01,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2616-9,Oecologia,http://link.springer.com/10.1007/s00442-013-2616-9,NA,2012-07-31,2013-02-05,2013-02-27,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2614-y,Oecologia,http://link.springer.com/10.1007/s00442-013-2614-y,NA,2012-06-30,2013-02-05,2013-02-27,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2607-x,Oecologia,http://link.springer.com/10.1007/s00442-013-2607-x,NA,2012-09-04,2013-01-28,2013-02-27,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2608-9,Oecologia,http://link.springer.com/10.1007/s00442-013-2608-9,NA,2012-01-17,2013-01-28,2013-02-27,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2574-7,Oecologia,http://link.springer.com/10.1007/s00442-012-2574-7,NA,2012-03-21,2012-12-17,2013-01-08,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2588-1,Oecologia,http://link.springer.com/10.1007/s00442-012-2588-1,NA,2012-01-23,2012-12-20,2013-01-06,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2464-z,Oecologia,http://link.springer.com/10.1007/s00442-012-2464-z,NA,2012-03-13,2012-08-23,2012-09-26,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2428-3,Oecologia,http://link.springer.com/10.1007/s00442-012-2428-3,NA,2011-09-03,2012-07-31,2012-08-23,NA,2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2463-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2463-0,NA,2012-03-23,2012-08-31,2012-09-28,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2461-2,Oecologia,http://link.springer.com/10.1007/s00442-012-2461-2,NA,2011-10-12,2012-08-31,2012-09-28,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2462-1,Oecologia,http://link.springer.com/10.1007/s00442-012-2462-1,NA,2012-04-03,2012-08-31,2012-09-28,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2457-y,Oecologia,http://link.springer.com/10.1007/s00442-012-2457-y,NA,2012-01-31,2012-08-23,2012-09-27,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2454-1,Oecologia,http://link.springer.com/10.1007/s00442-012-2454-1,NA,2011-08-06,2012-08-26,2012-09-26,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2447-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2447-0,NA,2011-11-22,2012-08-22,2012-09-26,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2443-4,Oecologia,http://link.springer.com/10.1007/s00442-012-2443-4,NA,2010-03-22,2012-08-19,2012-09-26,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2455-0,Oecologia,http://link.springer.com/10.1007/s00442-012-2455-0,NA,2012-01-05,2012-08-27,2012-09-26,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2453-2,Oecologia,http://link.springer.com/10.1007/s00442-012-2453-2,NA,2012-01-27,2012-08-24,2012-09-25,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2460-3,Oecologia,http://link.springer.com/10.1007/s00442-012-2460-3,NA,2012-02-12,2012-08-29,2012-09-25,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2452-3,Oecologia,http://link.springer.com/10.1007/s00442-012-2452-3,NA,2012-06-07,2012-08-24,2012-09-22,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2450-5,Oecologia,http://link.springer.com/10.1007/s00442-012-2450-5,NA,2012-02-29,2012-08-24,2012-09-22,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2442-5,Oecologia,http://link.springer.com/10.1007/s00442-012-2442-5,NA,2012-02-07,2012-08-16,2012-09-22,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2449-y,Oecologia,http://link.springer.com/10.1007/s00442-012-2449-y,NA,2011-06-28,2012-08-23,2012-09-16,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2458-x,Oecologia,http://link.springer.com/10.1007/s00442-012-2458-x,NA,2012-06-08,2012-08-29,2012-09-14,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-012-2456-z,Oecologia,http://link.springer.com/10.1007/s00442-012-2456-z,NA,2011-09-16,2012-08-23,2012-09-14,NA,2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2618-7,Oecologia,http://link.springer.com/10.1007/s00442-013-2618-7,NA,2012-01-06,2013-02-05,2013-04-21,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2627-6,Oecologia,http://link.springer.com/10.1007/s00442-013-2627-6,NA,2012-03-19,2013-02-12,2013-04-09,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2647-2,Oecologia,http://link.springer.com/10.1007/s00442-013-2647-2,NA,2012-07-05,2013-03-18,2013-04-04,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2643-6,Oecologia,http://link.springer.com/10.1007/s00442-013-2643-6,NA,2012-02-10,2013-03-07,2013-03-27,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2640-9,Oecologia,http://link.springer.com/10.1007/s00442-013-2640-9,NA,2012-07-30,2013-03-01,2013-03-27,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2635-6,Oecologia,http://link.springer.com/10.1007/s00442-013-2635-6,NA,2012-09-20,2013-02-21,2013-03-23,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2632-9,Oecologia,http://link.springer.com/10.1007/s00442-013-2632-9,NA,2012-10-19,2013-02-18,2013-03-23,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2617-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2617-8,NA,2012-02-20,2013-02-05,2013-03-20,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2633-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2633-8,NA,2012-08-14,2013-02-20,2013-03-20,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2641-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2641-8,NA,2012-09-21,2013-03-04,2013-03-20,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2636-5,Oecologia,http://link.springer.com/10.1007/s00442-013-2636-5,NA,2011-06-02,2013-02-27,2013-03-17,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2638-3,Oecologia,http://link.springer.com/10.1007/s00442-013-2638-3,NA,2012-07-02,2013-02-25,2013-03-16,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2642-7,Oecologia,http://link.springer.com/10.1007/s00442-013-2642-7,NA,2012-10-20,2013-03-04,2013-03-15,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2637-4,Oecologia,http://link.springer.com/10.1007/s00442-013-2637-4,NA,2012-06-26,2013-02-25,2013-03-15,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2634-7,Oecologia,http://link.springer.com/10.1007/s00442-013-2634-7,NA,2012-07-02,2013-02-20,2013-03-14,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2631-x,Oecologia,http://link.springer.com/10.1007/s00442-013-2631-x,NA,2012-05-31,2013-02-18,2013-03-13,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2630-y,Oecologia,http://link.springer.com/10.1007/s00442-013-2630-y,NA,2012-08-06,2013-02-13,2013-03-10,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2622-y,Oecologia,http://link.springer.com/10.1007/s00442-013-2622-y,NA,2012-02-21,2013-02-04,2013-03-09,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2628-5,Oecologia,http://link.springer.com/10.1007/s00442-013-2628-5,NA,2012-04-01,2013-02-12,2013-03-07,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2623-x,Oecologia,http://link.springer.com/10.1007/s00442-013-2623-x,NA,2012-09-24,2013-02-07,2013-03-07,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2626-7,Oecologia,http://link.springer.com/10.1007/s00442-013-2626-7,NA,2012-07-06,2013-02-12,2013-03-06,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2619-6,Oecologia,http://link.springer.com/10.1007/s00442-013-2619-6,NA,2012-06-25,2013-02-05,2013-03-05,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2629-4,Oecologia,http://link.springer.com/10.1007/s00442-013-2629-4,NA,2012-02-27,2013-02-12,2013-03-03,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2624-9,Oecologia,http://link.springer.com/10.1007/s00442-013-2624-9,NA,2012-02-15,2013-02-08,2013-03-03,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2625-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2625-8,NA,2012-04-10,2013-02-11,2013-02-27,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2639-2,Oecologia,http://link.springer.com/10.1007/s00442-013-2639-2,NA,2012-05-09,2013-02-28,2013-05-01,NA,2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2698-4,Oecologia,http://link.springer.com/10.1007/s00442-013-2698-4,NA,2012-04-13,2013-05-28,2013-07-11,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2725-5,Oecologia,http://link.springer.com/10.1007/s00442-013-2725-5,NA,2013-02-14,2013-06-25,2013-07-10,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2722-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2722-8,NA,2013-05-24,2013-06-22,2013-07-10,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2726-4,Oecologia,http://link.springer.com/10.1007/s00442-013-2726-4,NA,2012-06-29,2013-06-26,2013-07-10,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2711-y,Oecologia,http://link.springer.com/10.1007/s00442-013-2711-y,NA,2013-01-31,2013-06-06,2013-07-10,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2710-z,Oecologia,http://link.springer.com/10.1007/s00442-013-2710-z,NA,2012-11-05,2013-06-06,2013-07-10,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2712-x,Oecologia,http://link.springer.com/10.1007/s00442-013-2712-x,NA,2013-03-28,2013-06-07,2013-07-09,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2694-8,Oecologia,http://link.springer.com/10.1007/s00442-013-2694-8,NA,2012-10-25,2013-05-23,2013-07-09,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10.1007/s00442-013-2720-x,Oecologia,http://link.springer.com/10.1007/s00442-013-2720-x,NA,2013-01-23,2013-06-17,2013-07-09,NA,2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
